"Tabela 6579 - População residente estimada"
"Município","Ano","Variável"
"Município","Ano","População residente estimada (Pessoas)"
"Pontes e Lacerda (MT)","2018","45093"
"Porto Alegre do Norte (MT)","2018","12347"
"Porto dos Gaúchos (MT)","2018","5429"
"Porto Esperidião (MT)","2018","11935"
"Porto Estrela (MT)","2018","3050"
"Poxoréu (MT)","2018","16421"
"Primavera do Leste (MT)","2018","61038"
"Querência (MT)","2018","17014"
"São José dos Quatro Marcos (MT)","2018","18967"
"Reserva do Cabaçal (MT)","2018","2721"
"Ribeirão Cascalheira (MT)","2018","10081"
"Ribeirãozinho (MT)","2018","2388"
"Rio Branco (MT)","2018","5159"
"Santa Carmem (MT)","2018","4486"
"Santo Afonso (MT)","2018","3136"
"São José do Povo (MT)","2018","4021"
"São José do Rio Claro (MT)","2018","20312"
"São José do Xingu (MT)","2018","5569"
"São Pedro da Cipa (MT)","2018","4674"
"Rondolândia (MT)","2018","3966"
"Rondonópolis (MT)","2018","228857"
"Rosário Oeste (MT)","2018","17237"
"Santa Cruz do Xingu (MT)","2018","2495"
"Salto do Céu (MT)","2018","3437"
"Santa Rita do Trivelato (MT)","2018","3330"
"Santa Terezinha (MT)","2018","8281"
"Santo Antônio do Leste (MT)","2018","5023"
"Santo Antônio do Leverger (MT)","2018","16433"
"São Félix do Araguaia (MT)","2018","11615"
"Sapezal (MT)","2018","25054"
"Serra Nova Dourada (MT)","2018","1622"
"Sinop (MT)","2018","139935"
"Sorriso (MT)","2018","87815"
"Tabaporã (MT)","2018","9565"
"Tangará da Serra (MT)","2018","101764"
"Tapurah (MT)","2018","13359"
"Terra Nova do Norte (MT)","2018","9862"
"Tesouro (MT)","2018","3786"
"Torixoréu (MT)","2018","3672"
"União do Sul (MT)","2018","3562"
"Vale de São Domingos (MT)","2018","3128"
"Várzea Grande (MT)","2018","282009"
"Vera (MT)","2018","11216"
"Vila Rica (MT)","2018","25570"
"Nova Guarita (MT)","2018","4578"
"Nova Marilândia (MT)","2018","3249"
"Nova Maringá (MT)","2018","8428"
"Nova Monte Verde (MT)","2018","9078"
"Abadia de Goiás (GO)","2018","8583"
"Abadiânia (GO)","2018","19614"
"Acreúna (GO)","2018","22182"
"Adelândia (GO)","2018","2517"
"Água Fria de Goiás (GO)","2018","5676"
"Água Limpa (GO)","2018","1872"
"Águas Lindas de Goiás (GO)","2018","207070"
"Alexânia (GO)","2018","27288"
"Aloândia (GO)","2018","2005"
"Alto Horizonte (GO)","2018","6218"
"Alto Paraíso de Goiás (GO)","2018","7558"
"Alvorada do Norte (GO)","2018","8614"
"Amaralina (GO)","2018","3778"
"Americano do Brasil (GO)","2018","6057"
"Amorinópolis (GO)","2018","3185"
"Anápolis (GO)","2018","381970"
"Anhanguera (GO)","2018","1137"
"Anicuns (GO)","2018","21717"
"Aparecida de Goiânia (GO)","2018","565957"
"Aparecida do Rio Doce (GO)","2018","2474"
"Aporé (GO)","2018","4163"
"Araçu (GO)","2018","3560"
"Aragarças (GO)","2018","19959"
"Aragoiânia (GO)","2018","10116"
"Araguapaz (GO)","2018","7756"
"Arenópolis (GO)","2018","2689"
"Aruanã (GO)","2018","9635"
"Aurilândia (GO)","2018","3184"
"Avelinópolis (GO)","2018","2425"
"Baliza (GO)","2018","4992"
"Barro Alto (GO)","2018","10922"
"Bela Vista de Goiás (GO)","2018","29448"
"Bom Jardim de Goiás (GO)","2018","8813"
"Bom Jesus de Goiás (GO)","2018","24776"
"Bonfinópolis (GO)","2018","9488"
"Bonópolis (GO)","2018","4316"
"Brazabrantes (GO)","2018","3659"
"Britânia (GO)","2018","5761"
"Buriti Alegre (GO)","2018","9433"
"Buriti de Goiás (GO)","2018","2501"
"Buritinópolis (GO)","2018","3302"
"Cabeceiras (GO)","2018","7939"
"Cachoeira Alta (GO)","2018","12297"
"Cachoeira de Goiás (GO)","2018","1361"
"Cachoeira Dourada (GO)","2018","8102"
"Caçu (GO)","2018","15743"
"Caiapônia (GO)","2018","18715"
"Caldas Novas (GO)","2018","89087"
"Caldazinha (GO)","2018","3759"
"Campestre de Goiás (GO)","2018","3610"
"Campinaçu (GO)","2018","3649"
"Campinorte (GO)","2018","12486"
"Campo Alegre de Goiás (GO)","2018","7437"
"Campo Limpo de Goiás (GO)","2018","7636"
"Campos Belos (GO)","2018","19764"
"Campos Verdes (GO)","2018","2459"
"Carmo do Rio Verde (GO)","2018","9976"
"Castelândia (GO)","2018","3464"
"Catalão (GO)","2018","106618"
"Caturaí (GO)","2018","5038"
"Cavalcante (GO)","2018","9693"
"Ceres (GO)","2018","22074"
"Cezarina (GO)","2018","8507"
"Chapadão do Céu (GO)","2018","9842"
"Cidade Ocidental (GO)","2018","69829"
"Cocalzinho de Goiás (GO)","2018","19971"
"Colinas do Sul (GO)","2018","3404"
"Córrego do Ouro (GO)","2018","2364"
"Corumbá de Goiás (GO)","2018","11050"
"Corumbaíba (GO)","2018","9574"
"Cristalina (GO)","2018","57759"
"Cristianópolis (GO)","2018","2968"
"Crixás (GO)","2018","16852"
"Cromínia (GO)","2018","3500"
"Cumari (GO)","2018","2871"
"Damianópolis (GO)","2018","3315"
"Damolândia (GO)","2018","2923"
"Davinópolis (GO)","2018","2094"
"Diorama (GO)","2018","2488"
"Doverlândia (GO)","2018","7398"
"Edealina (GO)","2018","3710"
"Edéia (GO)","2018","12276"
"Estrela do Norte (GO)","2018","3286"
"Faina (GO)","2018","6678"
"Fazenda Nova (GO)","2018","5722"
"Firminópolis (GO)","2018","13131"
"Flores de Goiás (GO)","2018","16100"
"Formosa (GO)","2018","119506"
"Formoso (GO)","2018","4325"
"Gameleira de Goiás (GO)","2018","3753"
"Divinópolis de Goiás (GO)","2018","4830"
"Goianápolis (GO)","2018","11239"
"Goiandira (GO)","2018","5574"
"Goianésia (GO)","2018","69072"
"Goiânia (GO)","2018","1495705"
"Goianira (GO)","2018","43260"
"Goiás (GO)","2018","22916"
"Goiatuba (GO)","2018","33986"
"Gouvelândia (GO)","2018","5806"
"Guapó (GO)","2018","14211"
"Guaraíta (GO)","2018","2041"
"Guarani de Goiás (GO)","2018","3940"
"Guarinos (GO)","2018","1852"
"Heitoraí (GO)","2018","3714"
"Hidrolândia (GO)","2018","21278"
"Hidrolina (GO)","2018","3622"
"Iaciara (GO)","2018","13808"
"Inaciolândia (GO)","2018","6152"
"Indiara (GO)","2018","15431"
"Inhumas (GO)","2018","52465"
"Ipameri (GO)","2018","26792"
"Ipiranga de Goiás (GO)","2018","2893"
"Iporá (GO)","2018","31563"
"Israelândia (GO)","2018","2815"
"Itaberaí (GO)","2018","42163"
"Itaguari (GO)","2018","4668"
"Itaguaru (GO)","2018","5269"
"Itajá (GO)","2018","4605"
"Itapaci (GO)","2018","22533"
"Itapirapuã (GO)","2018","5316"
"Itapuranga (GO)","2018","25856"
"Itarumã (GO)","2018","7097"
"Itauçu (GO)","2018","8916"
"Itumbiara (GO)","2018","103652"
"Ivolândia (GO)","2018","2406"
"Jandaia (GO)","2018","6073"
"Jaraguá (GO)","2018","49667"
"Jataí (GO)","2018","99674"
"Jaupaci (GO)","2018","2898"
"Jesúpolis (GO)","2018","2474"
"Joviânia (GO)","2018","7372"
"Jussara (GO)","2018","18587"
"Lagoa Santa (GO)","2018","1555"
"Leopoldo de Bulhões (GO)","2018","7643"
"Luziânia (GO)","2018","205023"
"Mairipotaba (GO)","2018","2373"
"Mambaí (GO)","2018","8680"
"Mara Rosa (GO)","2018","9646"
"Marzagão (GO)","2018","2223"
"Matrinchã (GO)","2018","4366"
"Maurilândia (GO)","2018","13829"
"Mimoso de Goiás (GO)","2018","2612"
"Minaçu (GO)","2018","29353"
"Mineiros (GO)","2018","65420"
"Moiporá (GO)","2018","1557"
"Monte Alegre de Goiás (GO)","2018","8527"
"Montes Claros de Goiás (GO)","2018","8063"
"Montividiu (GO)","2018","13115"
"Montividiu do Norte (GO)","2018","4449"
"Morrinhos (GO)","2018","45716"
"Morro Agudo de Goiás (GO)","2018","2264"
"Mossâmedes (GO)","2018","4377"
"Mozarlândia (GO)","2018","15444"
"Mundo Novo (GO)","2018","5066"
"Mutunópolis (GO)","2018","3793"
"Nazário (GO)","2018","9022"
"Nerópolis (GO)","2018","29293"
"Niquelândia (GO)","2018","46039"
"Nova América (GO)","2018","2346"
"Nova Aurora (GO)","2018","2199"
"Nova Crixás (GO)","2018","12791"
"Nova Glória (GO)","2018","8218"
"Nova Iguaçu de Goiás (GO)","2018","2923"
"Nova Roma (GO)","2018","3293"
"Nova Veneza (GO)","2018","9684"
"Novo Brasil (GO)","2018","2985"
"Novo Gama (GO)","2018","113679"
"Novo Planalto (GO)","2018","4445"
"Orizona (GO)","2018","15502"
"Ouro Verde de Goiás (GO)","2018","3797"
"Ouvidor (GO)","2018","6549"
"Padre Bernardo (GO)","2018","33228"
"Palestina de Goiás (GO)","2018","3460"
"Palmeiras de Goiás (GO)","2018","28313"
"Palmelo (GO)","2018","2380"
"Palminópolis (GO)","2018","3589"
"Panamá (GO)","2018","2627"
"Paranaiguara (GO)","2018","9972"
"Paraúna (GO)","2018","10995"
"Perolândia (GO)","2018","3116"
"Petrolina de Goiás (GO)","2018","10301"
"Pilar de Goiás (GO)","2018","2314"
"Piracanjuba (GO)","2018","24499"
"Piranhas (GO)","2018","10501"
"Pirenópolis (GO)","2018","24749"
"Pires do Rio (GO)","2018","31225"
"Planaltina (GO)","2018","89181"
"Pontalina (GO)","2018","17777"
"Porangatu (GO)","2018","45151"
"Porteirão (GO)","2018","3830"
"Portelândia (GO)","2018","4000"
"Posse (GO)","2018","36375"
"Professor Jamil (GO)","2018","3243"
"Quirinópolis (GO)","2018","49416"
"Rialma (GO)","2018","10896"
"Rianápolis (GO)","2018","4784"
"Rio Quente (GO)","2018","4371"
"Rio Verde (GO)","2018","229651"
"Rubiataba (GO)","2018","19815"
"Sanclerlândia (GO)","2018","7642"
"Santa Bárbara de Goiás (GO)","2018","6485"
"Santa Cruz de Goiás (GO)","2018","2892"
"Santa Fé de Goiás (GO)","2018","5393"
"Santa Helena de Goiás (GO)","2018","38485"
"Santa Isabel (GO)","2018","3803"
"Santa Rita do Araguaia (GO)","2018","8573"
"Santa Rita do Novo Destino (GO)","2018","3331"
"Santa Rosa de Goiás (GO)","2018","2388"
"Santa Tereza de Goiás (GO)","2018","3431"
"Santa Terezinha de Goiás (GO)","2018","8931"
"Santo Antônio da Barra (GO)","2018","4787"
"Santo Antônio de Goiás (GO)","2018","6123"
"Santo Antônio do Descoberto (GO)","2018","73636"
"São Domingos (GO)","2018","12791"
"São Francisco de Goiás (GO)","2018","6260"
"São João d'Aliança (GO)","2018","13387"
"São João da Paraúna (GO)","2018","1417"
"São Luís de Montes Belos (GO)","2018","33470"
"São Luiz do Norte (GO)","2018","5117"
"São Miguel do Araguaia (GO)","2018","22067"
"São Miguel do Passa Quatro (GO)","2018","4032"
"São Patrício (GO)","2018","2035"
"São Simão (GO)","2018","20297"
"Senador Canedo (GO)","2018","112224"
"Serranópolis (GO)","2018","8445"
"Silvânia (GO)","2018","20573"
"Simolândia (GO)","2018","6832"
"Sítio d'Abadia (GO)","2018","2977"
"Taquaral de Goiás (GO)","2018","3537"
"Teresina de Goiás (GO)","2018","3416"
"Terezópolis de Goiás (GO)","2018","7897"
"Três Ranchos (GO)","2018","2837"
"Trindade (GO)","2018","125328"
"Trombas (GO)","2018","3501"
"Turvânia (GO)","2018","4633"
"Turvelândia (GO)","2018","5195"
"Uirapuru (GO)","2018","2868"
"Uruaçu (GO)","2018","40217"
"Uruana (GO)","2018","13868"
"Urutaí (GO)","2018","3078"
"Valparaíso de Goiás (GO)","2018","164723"
"Varjão (GO)","2018","3816"
"Vianópolis (GO)","2018","13746"
"Vicentinópolis (GO)","2018","8611"
"Vila Boa (GO)","2018","6026"
"Vila Propício (GO)","2018","5758"
"Brasília (DF)","2018","2974703"
"Fonte: IBGE - Estimativas de População"

"Notas"
"Em 2003:
O contingente populacional estimado para o Município de Caraíbas, no Estado da Bahia foi reduzido em 5.006 habitantes, devido ao processo de sindicância recentemente encerrado que apurou sobre enumeração ocorrida quando da realização do Censo Demográfico 2000.

Em 2004:"
"1 - O contingente populacional estimado para o Município de Caraíbas, no Estado da Bahia foi reduzido em 5.006 habitantes, devido ao processo de sindicância recentemente encerrado que apurou sobre enumeração ocorrida quando da realização do Censo Demográfico 2000."
"2 - Inclusive 4 municípios com instalação prevista para 1º de janeiro de 2005: Aroeiras do Itaim (PI), Figueirão (MS), Ipiranga do Norte (MT) e Itanhangá (MT).

Em 2008:
Inclusive o Município de Nazária - PI, com previsão de instalação em 1º de janeiro de 2009.

Em 2009:
Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Uruará-PA é de 59.881 habitantes. Processo Judicial nº 2008.39.03.000085-6.

Em 2011:"
"1 - A população do Brasil difere em 2.791 pessoas (192.379.287 pessoas) em relação àquela divulgada no D.O.U em 31/08/2011 (192.376.496 pessoas) em decorrência do critério de arredondamento para números inteiros, a ser adotado a partir deste ano."
"2 - O Município de Santarém-PB, código 13653, passou a ser denominado oficialmente de Joca Claudino-PB a partir de 23/11/2010, por força de Lei Municipal nº 049/2010."
"3 - o Município de Campo de Santana-PB, código 16409, passou a ser denominado oficialmente de Tacima-PB a partir de 30/12/2009, por força de Lei Complementar nº 016/2009.

Em 2012:"
"1 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Brasil Novo-PA é de 17.960 habitantes. Processo Judicial nº 1-28.2012.4.01.3903."
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA."
"3 - Municípios instalados em 1º de janeiro de 2013.

Em 2013:
Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011 4.01.3902 Seção Judiciária de Itaituba-PA.

Em 2014:"
"1 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA."
"2 - Por determinação judicial o Município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.

Em 2015:"
"1 - Por determinação judicial, o Município de Porto Velho-RO teve suspensos os resultados do CENSO IBGE 2015, devendo-se utilizar como válidos, até futura decisão em contrário, a população estimada para 2014, que foi de 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia."
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA."
"3 - Por determinação judicial o município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA."
"4 - Por determinação judicial e para efeito no Fundo de Participação dos Municípios, a população em 2015 para os os Municípios de Euclides da Cunha (BA) e Quijingue (BA), são de 61.228 e 28.093 habitantes, respectivamente. Processo Judicial nº 0000130-39.2016.4.01.3306 - Subseção Judiciária de Paulo Afonso-BA."
"5 - Por determinação judicial e para efeito no Fundo de Participação dos Municípios, a população em 2015 para o Município Presidente Jânio Quadros é de 13.586 habitantes. Processo Judicial nº 63603-42.2015.4.01.3400, Seção Judiciária do Distrito Federal, 15ª Vara Federal.

Em 2016:"
"1 - Por determinação judicial, o Município de Porto Velho-RO teve suspensos os resultados do CENSO IBGE 2015, devendo-se utilizar como válidos, até futura decisão em contrário, a população estimada para 2014, que foi de 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia."
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA."
"3 - Por determinação judicial o Município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA."
"4 - Por determinação judicial, os municípios de Livramento e Taperoá, do estado da Paraíba, tiveram seus limites territoriais alterados passando a vigorar, para efeitos de distribuição do Fundo de Participação dos Municípios, as populações de 7.248 e 15.316 habitantes, respectivamente. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba.

Em 2017:
"
"1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia."
"2 - População judicial do município de Manaquiri-AM: entre 30.565 e 37.356 habitantes. Parecer de Força Executória nº 00010/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.
"
"3 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 23.773 e 30.564 habitantes. Parecer de Força Executória nº 00007/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.
"
"4 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Parecer de Força Executória nº 00004/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.
"
"5 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.
"
"6 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.
"
"7 - População judicial do município Livramento-PB: 7.262 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.
"
"8 - População judicial do município de Taperoá-PB: 15.400 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.
"
"9 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.
"
"10 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial  nº 1018608-53.2017.4.01.3400  (14ª VARA FEDERAL CÍVEL DA SJDF)."
"11 - População judicial do município de Vera Cruz - BA: entre 44.149 a 50.940 habitantes. Processo Judicial Processo Judicial nº 8000464-59.2018.8.05.0124 (Vara dos Feitos Relativos às Relações de Consumo, Cíveis e Comerciais, Registros Públicos e Acidentes de Trabalho e Juizado Especial Adjunto da Comarca de Itaparica)."
"12 - População judicial do município de São Gonçalo do Amarante-RN: entre 101.881 e 115.464 habitantes. Processo Judicial nº: 0813188-75.2017.4.05.8400 (4ª Vara Federal - RN)."
"13 - População judicial do município de Terra Nova do Norte - MT: entre 10.189 e 13.584 habitantes. Processo Judicial nº1000023-86.2018.4.01.3603 (1ª Vara Federal Cível e Criminal da SSJ de Sinop-MT).

De 2013 a 2017:
As diferenças entre as populações das Unidades da Federação obtidas da soma das estimativas municipais e aquelas projetadas nas Projeções de População, Brasil e Unidades da Federação, Revisão 2013, devem-se à alteração de limites territoriais ocorridas entre os estados, após o Censo Demográfico 2010.

Em 2018:
1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.
"
